2.072316241641360690e-01,1.145500242710113525e-01,1.118859499692916870e-01
1.010960543819938856e-01,1.026070788502693176e-01,1.010493561625480652e-01
9.640785549060408577e-02,1.007494404911994934e-01,1.005625799298286438e-01
9.591052286237118640e-02,1.015844270586967468e-01,1.015715524554252625e-01
9.459509714001632097e-02,9.972296655178070068e-02,9.935058653354644775e-02
9.366148988525550834e-02,1.051390320062637329e-01,1.053326800465583801e-01
9.382688352860600600e-02,1.005593836307525635e-01,1.001792103052139282e-01
9.293284271675419927e-02,9.918203949928283691e-02,9.849702566862106323e-02
9.243014194520123017e-02,1.014624685049057007e-01,1.013982817530632019e-01
9.141545327582273339e-02,9.743764996528625488e-02,9.781564027070999146e-02
9.182938044688787604e-02,1.008113101124763489e-01,1.013859361410140991e-01
9.176474262073815169e-02,9.727080166339874268e-02,9.811893850564956665e-02
9.120446335838501561e-02,9.816557168960571289e-02,9.797561168670654297e-02
9.136867298778281188e-02,9.884368628263473511e-02,9.816267341375350952e-02
9.067865043699023520e-02,1.005537062883377075e-01,1.000912114977836609e-01
9.046315691287977467e-02,1.026357188820838928e-01,1.029450893402099609e-01
9.059795674430318191e-02,9.776717424392700195e-02,9.885481745004653931e-02
8.967276536915676222e-02,1.003502905368804932e-01,1.010944768786430359e-01
8.890416962375123633e-02,9.981802105903625488e-02,1.005356386303901672e-01
8.925229109015810069e-02,1.004778221249580383e-01,1.028305292129516602e-01
8.846696288919592144e-02,1.004729270935058594e-01,1.001480892300605774e-01
8.862915985196469226e-02,1.000916585326194763e-01,1.002900674939155579e-01
8.828297699521105157e-02,1.042733415961265564e-01,1.043744608759880066e-01
8.780015098402299545e-02,1.019094809889793396e-01,1.015328243374824524e-01
8.762826528175766960e-02,1.007618531584739685e-01,1.014266908168792725e-01
8.742947427623243284e-02,1.039544120430946350e-01,1.037775352597236633e-01
8.637170933456306265e-02,1.031829267740249634e-01,1.040956303477287292e-01
8.600541201969945371e-02,1.037527620792388916e-01,1.055053099989891052e-01
8.653992250651480755e-02,1.032233685255050659e-01,1.033961027860641479e-01
8.449754924569503889e-02,1.046247556805610657e-01,1.063250824809074402e-01
8.502524673759219442e-02,1.077972725033760071e-01,1.073122471570968628e-01
8.446235894169433489e-02,1.045376807451248169e-01,1.048601269721984863e-01
8.353064662541251351e-02,1.071111038327217102e-01,1.073308885097503662e-01
8.266853891223309436e-02,1.076302081346511841e-01,1.082291007041931152e-01
8.206072579844887749e-02,1.093375086784362793e-01,1.093613803386688232e-01
8.193682282265410399e-02,1.079054474830627441e-01,1.085677370429039001e-01
8.140578560800437735e-02,1.085321158170700073e-01,1.099956482648849487e-01
8.009428728416741194e-02,1.161464899778366089e-01,1.151396408677101135e-01
8.015899993030421722e-02,1.106248944997787476e-01,1.121636331081390381e-01
7.836231746407876231e-02,1.143873929977416992e-01,1.143924295902252197e-01
7.766412514968808189e-02,1.138532534241676331e-01,1.164980456233024597e-01
7.699304332126336026e-02,1.166358217597007751e-01,1.173768490552902222e-01
7.647245550101780531e-02,1.177232936024665833e-01,1.187971234321594238e-01
7.481826433395764864e-02,1.167565956711769104e-01,1.189071908593177795e-01
7.413366342703979484e-02,1.210734024643898010e-01,1.208575442433357239e-01
7.265202671917805888e-02,1.226385608315467834e-01,1.236153095960617065e-01
7.179118881383574069e-02,1.221817284822463989e-01,1.246689781546592712e-01
7.082927570375333048e-02,1.313482969999313354e-01,1.323250532150268555e-01
6.960024132606494607e-02,1.249445229768753052e-01,1.256113648414611816e-01
6.836322618715734434e-02,1.285290569067001343e-01,1.286020129919052124e-01
6.749905446117901442e-02,1.302483528852462769e-01,1.304554343223571777e-01
6.682604825101702561e-02,1.304787695407867432e-01,1.308117955923080444e-01
6.561614640326385306e-02,1.306241899728775024e-01,1.313389837741851807e-01
6.421946884548089540e-02,1.339354068040847778e-01,1.358743309974670410e-01
6.356092192322375378e-02,1.327501386404037476e-01,1.327396929264068604e-01
6.215610287814254953e-02,1.365075111389160156e-01,1.371810734272003174e-01
6.122056121029049308e-02,1.408223956823348999e-01,1.411547213792800903e-01
6.102950251605137461e-02,1.395758092403411865e-01,1.390029788017272949e-01
5.943804894046610804e-02,1.403258889913558960e-01,1.410030573606491089e-01
5.895728409200547832e-02,1.414668262004852295e-01,1.413749903440475464e-01
5.802082490310611629e-02,1.428791433572769165e-01,1.436297893524169922e-01
5.645658075809478760e-02,1.477477997541427612e-01,1.461144983768463135e-01
5.564791017986205762e-02,1.475847661495208740e-01,1.482271403074264526e-01
5.518533711332872932e-02,1.465799361467361450e-01,1.459665149450302124e-01
5.374964203191808648e-02,1.521928906440734863e-01,1.499954462051391602e-01
5.305921405284519388e-02,1.523492038249969482e-01,1.530344188213348389e-01
5.280741340065576994e-02,1.532971560955047607e-01,1.556199043989181519e-01
5.205351684287370245e-02,1.549580693244934082e-01,1.550844162702560425e-01
5.092068373349057514e-02,1.537198275327682495e-01,1.548737585544586182e-01
5.048119606652173852e-02,1.564348787069320679e-01,1.582861840724945068e-01
4.962828867586262238e-02,1.549985855817794800e-01,1.544989198446273804e-01
4.896506530243948524e-02,1.594954878091812134e-01,1.569118201732635498e-01
4.812007884393973423e-02,1.586351394653320312e-01,1.571895331144332886e-01
4.698270788214292670e-02,1.581800729036331177e-01,1.601136177778244019e-01
4.644515272229909897e-02,1.602258235216140747e-01,1.597828716039657593e-01
4.584082550402865386e-02,1.658705323934555054e-01,1.667068600654602051e-01
4.560396602624151863e-02,1.640785783529281616e-01,1.642772704362869263e-01
4.433979765029556763e-02,1.637212634086608887e-01,1.646777987480163574e-01
4.448601859341184961e-02,1.635683625936508179e-01,1.650091111660003662e-01
4.365309158407421064e-02,1.669284552335739136e-01,1.665984690189361572e-01
4.333783221621829301e-02,1.666687279939651489e-01,1.698766350746154785e-01
4.225284725158329202e-02,1.671774983406066895e-01,1.684401631355285645e-01
4.205094745764172137e-02,1.675083935260772705e-01,1.681891828775405884e-01
4.199150715202810968e-02,1.685949265956878662e-01,1.708607077598571777e-01
4.119510219308985394e-02,1.687915325164794922e-01,1.706751286983489990e-01
4.067709507891930504e-02,1.687899380922317505e-01,1.716037839651107788e-01
4.038482002285589956e-02,1.716854274272918701e-01,1.732156425714492798e-01
3.958493545202605712e-02,1.746121942996978760e-01,1.754868328571319580e-01
3.967100398682327222e-02,1.725952178239822388e-01,1.744669228792190552e-01
3.860448168433574384e-02,1.727569252252578735e-01,1.751648634672164917e-01
3.795190340648573607e-02,1.744027733802795410e-01,1.753656864166259766e-01
3.798926982983766992e-02,1.744103729724884033e-01,1.775075346231460571e-01
3.752203699739941473e-02,1.747490167617797852e-01,1.789382994174957275e-01
3.695761346179677470e-02,1.762942373752593994e-01,1.783852428197860718e-01
3.696445342018661595e-02,1.803472638130187988e-01,1.819690018892288208e-01
3.665925661124378593e-02,1.789398193359375000e-01,1.800474822521209717e-01
3.592005259839885223e-02,1.783460825681686401e-01,1.774493306875228882e-01
3.502077815762485308e-02,1.810686737298965454e-01,1.815672069787979126e-01
3.523124951914132635e-02,1.807521134614944458e-01,1.816809177398681641e-01
3.532633591577949428e-02,1.821811646223068237e-01,1.838017106056213379e-01
3.473674957023327459e-02,1.826662272214889526e-01,1.835131943225860596e-01
3.497225462447806771e-02,1.807715594768524170e-01,1.823082417249679565e-01
3.392924587186201685e-02,1.820990741252899170e-01,1.836332827806472778e-01
3.331392444670200348e-02,1.827704906463623047e-01,1.859207004308700562e-01
3.414217271583985108e-02,1.850676089525222778e-01,1.856513917446136475e-01
3.337480815643646681e-02,1.845176219940185547e-01,1.886192411184310913e-01
3.244968040296471179e-02,1.831942945718765259e-01,1.855023801326751709e-01
3.291697952761707402e-02,1.832081824541091919e-01,1.842520833015441895e-01
3.191188717238515465e-02,1.831582784652709961e-01,1.862398386001586914e-01
3.253131770495190644e-02,1.865878105163574219e-01,1.877401173114776611e-01
