2.116240874291902552e-01,1.142501682043075562e-01,1.143712848424911499e-01
1.035201472331242351e-01,1.076457574963569641e-01,1.080315113067626953e-01
1.012543188071394484e-01,1.045206934213638306e-01,1.051903888583183289e-01
9.868996787861168685e-02,1.032922491431236267e-01,1.036002635955810547e-01
9.697084725800766969e-02,1.034415662288665771e-01,1.044408529996871948e-01
9.648493390126400282e-02,1.058763787150382996e-01,1.065672188997268677e-01
9.557706153536417448e-02,1.019291877746582031e-01,1.018435582518577576e-01
9.424910505852067411e-02,1.044821664690971375e-01,1.049473211169242859e-01
9.428692972624158619e-02,1.072310432791709900e-01,1.065727397799491882e-01
9.374007070998111035e-02,1.029978394508361816e-01,1.031178832054138184e-01
9.265756369175681684e-02,1.053267568349838257e-01,1.048507317900657654e-01
9.129894758204379346e-02,1.055905446410179138e-01,1.045599505305290222e-01
9.083940748529262255e-02,1.052336469292640686e-01,1.045626252889633179e-01
9.108607286968863070e-02,1.038113161921501160e-01,1.030404120683670044e-01
8.952869658908212125e-02,1.093968451023101807e-01,1.092702075839042664e-01
8.905876118196062730e-02,1.066492646932601929e-01,1.071653440594673157e-01
8.831233320286474564e-02,1.080677285790443420e-01,1.084289699792861938e-01
8.730056841509888088e-02,1.080732122063636780e-01,1.076220422983169556e-01
8.594762816666121075e-02,1.096333190798759460e-01,1.084328815340995789e-01
8.502118675464606645e-02,1.130200400948524475e-01,1.118380650877952576e-01
8.407451145081634714e-02,1.126073822379112244e-01,1.123431995511054993e-01
8.275622766779129613e-02,1.157337129116058350e-01,1.157013401389122009e-01
8.192970590239548323e-02,1.152390837669372559e-01,1.131896004080772400e-01
8.039677955479507254e-02,1.158363744616508484e-01,1.145984604954719543e-01
7.887247031980967882e-02,1.195502355694770813e-01,1.185297071933746338e-01
7.757127933563237598e-02,1.216988861560821533e-01,1.199167072772979736e-01
7.542628301195351825e-02,1.258265078067779541e-01,1.240074783563613892e-01
7.417857108345951578e-02,1.238463222980499268e-01,1.222678571939468384e-01
7.233320605234209999e-02,1.284674257040023804e-01,1.264793127775192261e-01
7.062992179788739333e-02,1.295918375253677368e-01,1.282001286745071411e-01
6.838128244481890550e-02,1.312546283006668091e-01,1.302838921546936035e-01
6.726064427520137001e-02,1.330108344554901123e-01,1.295064091682434082e-01
6.473751689296171341e-02,1.347517967224121094e-01,1.331392228603363037e-01
6.358078631561205063e-02,1.369992792606353760e-01,1.349555701017379761e-01
6.139473886374967326e-02,1.399451047182083130e-01,1.383901983499526978e-01
5.923533396997365807e-02,1.423767656087875366e-01,1.401002258062362671e-01
5.828426105071263241e-02,1.438203603029251099e-01,1.403266936540603638e-01
5.617951637650110686e-02,1.459811925888061523e-01,1.438165754079818726e-01
5.466440712741340441e-02,1.465124785900115967e-01,1.432267576456069946e-01
5.307592693940702683e-02,1.521983444690704346e-01,1.491338461637496948e-01
5.140629765319536942e-02,1.518220752477645874e-01,1.504166275262832642e-01
4.979246466544019062e-02,1.522007584571838379e-01,1.495146453380584717e-01
4.815483609416398858e-02,1.563893258571624756e-01,1.543040722608566284e-01
4.642281519720353050e-02,1.556840986013412476e-01,1.533869802951812744e-01
4.545095865895230902e-02,1.586605161428451538e-01,1.552300006151199341e-01
4.414173285196344720e-02,1.610770225524902344e-01,1.601489037275314331e-01
4.222126280417643623e-02,1.619985848665237427e-01,1.584799289703369141e-01
4.168826707425606071e-02,1.620908081531524658e-01,1.603414714336395264e-01
4.083750679729932637e-02,1.649517267942428589e-01,1.607772558927536011e-01
3.957030583307685756e-02,1.669045537710189819e-01,1.630286723375320435e-01
3.797450488859630685e-02,1.660143882036209106e-01,1.633842736482620239e-01
3.744882401303354508e-02,1.683055609464645386e-01,1.662401109933853149e-01
3.624980999942285786e-02,1.684671938419342041e-01,1.655852347612380981e-01
3.575151230780834050e-02,1.697153896093368530e-01,1.670087724924087524e-01
3.505631787590233334e-02,1.719700247049331665e-01,1.686780750751495361e-01
